example_id,clean_customer,spotify,customer_created_at,gold_label
115,"I'm looking to obtain services from reliable, legitimate businesses. Also, good job choosing twitter, an irrelevant platform.","@529911 1: Hi Angie, sorry to hear you feel that way. Rest assured that everyone in out Chat team (even us here in Twitter) is a real person.",Tue Nov 07 19:59:11 +0000 2017,FEEDBACK
116,I get normal emails from Spotify but language isn't English.,@131457 Hey! Help's here. Can you DM us all of the accounts' email addresses? We'll take a look backstage /BD https://t.co/ldFdZRiNAt,Sun Nov 19 12:56:42 +0000 2017,BUG_REPORT
117,High Sierra and the latest a version of Spotify,@125787 1: Thanks. Can you go to Spotify &gt; Preferences &gt; Show Advanced Settings &gt; Startup and Window Behavior &gt; Open...,Sun Oct 29 14:44:32 +0000 2017,BUG_REPORT
118,could you please add these 2 songs by Logic (5 AM — Man of the year) thank you,@554701 Hey! We’ll have them available to you as soon as it’s available to us. There's info about Spotify content here: https://t.co/0i8GpimuDa /AN,Thu Oct 19 04:39:23 +0000 2017,FEATURE_REQUEST
119,Is there an issue right now? My desktop player keeps saying no internet detected. Oh btw I'm doing this on the same desktop. 🤨,"@393476 Hey Brandon! What internet browser are you using? Also, does clearing your cache and cookies help at all? Keep us posted /BH",Fri Nov 10 17:24:21 +0000 2017,CONNECTIVITY_SYNC
120,I wanna switch back to but how will I get all my songs over?! 😭,"@299297 Hi there, we're here to lend a hand. Can you let us know what's happening exactly? We'll do our best to help out /AK",Sat Oct 07 02:25:39 +0000 2017,PLAYLIST_LIBRARY
121,No worries just felt stranded without only online support but kudos to you and your email / web chat teams too 👍🏾,@672478 We understand. We’ll let the right team know. Give us a shout if you need us again. We're... https://t.co/zOXI69QSqg /DN,Mon Nov 13 18:04:37 +0000 2017,FEEDBACK
122,Strongly considering going back to . premium has too many glitches. We pay for premium and i haven’t been able to listen to an album straight through in months. I’m over it,@664235 Got it! Could you let us know the device/OS you're using? We'll see what we can suggest /DF,Sat Nov 11 15:04:30 +0000 2017,BUG_REPORT
123,hi. I’ve forgetting which email I set up my account with and can’t remember my password. Can you help please???,"@235213 Hey Ellie! Sure, we can help. Can you DM us your username? We'll see what we can do /KT https://t.co/ldFdZR1cbT",Sat Dec 02 09:05:45 +0000 2017,ACCOUNT_LOGIN
124,Samsung s 7 edge,"@182786 2: feedback on this, and we'll be sure to pass it on to the right folks. Let us know if you have any other questions /LM",Fri Oct 06 17:06:48 +0000 2017,OTHER_UNCLEAR
125,How do I upload mu music on Spotify?,@267074 Hi there! We've some more information right here: https://t.co/BZWfsYGZcW. Hope that helps /PB,Wed Nov 22 10:25:59 +0000 2017,OTHER_UNCLEAR
126,Why don’t you guys send me notifications about new projects from the artist I’m following?!?!,@318255 1: Hey there! We're afraid we no longer sending email notifications for every new release. You can head head to...,Fri Oct 13 05:28:26 +0000 2017,FEATURE_REQUEST
127,BRING THIS BACK I️ MISS I️t,@797225 Hi there! Lyrics is currently unavailable as we're making some big improvements to the feature. We'll share more updates soon /AK,Tue Nov 28 00:30:45 +0000 2017,FEATURE_REQUEST
128,FYI this is the page that appears on your aggregators link,"@324253 Thanks for reporting that. We're afraid it isn't possible to submit your podcast, but we'll pass your comments onto the right team /DV",Mon Oct 09 14:46:51 +0000 2017,BUG_REPORT
129,why did this song disappear?,"@598917 Hey Shane, we do our best! But sometimes agreements are ongoing, or can't be reached with the content provider /JX",Thu Nov 02 19:40:02 +0000 2017,AVAILABILITY_REGION
130,"you probably know this, but it appears my podcast progress and played/unplayed isn't syncing between mobile and desktop clients","@769071 Hi Kiley, the cavalry's here! Does logging out, restarting both devices, and logging back into Spotify help? Keep us posted /JI",Mon Nov 20 20:36:03 +0000 2017,CONNECTIVITY_SYNC
131,Nope,@205593 Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,Mon Oct 09 06:36:15 +0000 2017,OTHER_UNCLEAR
132,"Less movie trailer ads, please. The ads are fine but please no movie ones.",@569958 Hey there! Thanks for the feedback. Don't worry. We'll let the right team know 🙂 /JN,Wed Oct 18 13:18:35 +0000 2017,FEEDBACK
133,sooo why might my iPhone randomly start and stop and fast forward Spotify songs while in use -- can apple headphones malfunction that way??,@524724 Hi Tony! Could you let us know the exact model &amp; iOS version of your iPhone? What version of Spotify do you run? We'll try to help out 🙂 /T,Tue Oct 24 22:06:02 +0000 2017,PLAYBACK_ISSUE
134,Hey ! Can't see my stats when I enter to my account! 😧,@768628 Hey Nico! We'll take a closer look at things for you. Are you able to DM us your account's email? We'll check things out /J https://t.co/ldFdZRiNAt,Mon Nov 20 18:46:09 +0000 2017,BUG_REPORT
135,:/ thanks,"@641295 If you have other questions, you can always reach us here. Have a great day 🙂 /SY",Fri Nov 10 15:38:04 +0000 2017,FEEDBACK
136,"Spotify family, all 6 accounts do live at the same address, however 2 of the accounts are at university for term time. are they still eligible for the family account?",@696719 Hi Amie! Can you DM us the email addresses or usernames for your account and the 2 members at university? We'll take a look backstage /XF https://t.co/ldFdZRiNAt,Tue Nov 14 18:19:55 +0000 2017,BILLING_SUBSCRIPTION
137,And you demand people pay before they can even use this shitty Roku app? Y’all need to recollect yourselves cuz imma cancel,@426712 Hi Ty! Sorry to hear that. We have some info about the Spotify app on Roku here: https://t.co/titMn0j3Im /MU,Fri Oct 27 06:10:19 +0000 2017,FEEDBACK
138,Only with wifi so far and no doesn't seem to help.,"@353171 Got it. Can you try logging out of Spotify, restarting your device, and logging back in? Any better? /NY",Mon Nov 27 08:07:18 +0000 2017,CONNECTIVITY_SYNC
139,,"@133061 Whoops that's not quite right. Thanks for flagging this, Nico! We've made the right people aware so they can get this fixed up /J",Wed Nov 29 21:06:54 +0000 2017,OTHER_UNCLEAR
140,I think only valid for new user.,"@271207 Hi Aikuh! That's correct, this offer's for new subscribers only. Be sure check out our other great offers here: https://t.co/Gp5xcUoTsa  Stay tuned for more deals for existing Premium subscribers 🙂 We hope this helps /TX",Wed Nov 22 15:28:22 +0000 2017,BILLING_SUBSCRIPTION
141,"My account is set to USA, but i keep searching and i think is not an issue. This google search shows the track is not in the album it was supposed to be:",@705873 Got it. We can confirm the song was temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /MT,Sat Nov 25 23:34:59 +0000 2017,AVAILABILITY_REGION
142,"Omigosh thank you so much for your concern, but there has been no login confusion thus far. I'm one of those broke millennials you talk crap about in your commercials. Your business model is flawed, but I found a way to work within it.","@381248 We're sorry to hear you feel that way. Don't worry, we'll pass your feedback on to the right folks. If you need help with anything else, just let us know /KB",Mon Nov 27 19:38:55 +0000 2017,OTHER_UNCLEAR
143,my Spotify is down on both my phone and tablet... help!! 😭😭,@807630 Hey Katy! Everything should be running smoothly now. Let us know if this is still happening /GS,Tue Nov 28 21:12:16 +0000 2017,BUG_REPORT
144,"Only certified artist will be able to utilize this app features, correct?",@541368 Hey! Artists and their management can use the features if they've been granted access. There's more info here: https://t.co/UofubzzfZc /Q,Thu Oct 12 23:32:11 +0000 2017,OTHER_UNCLEAR
145,I'm going to stop our family subscription because of the absolute garbage that Discover Weekly has turned into without offering the option of a reset of that list.,"@267852 Hey Corine! Sorry to hear Discover Weekly hasn't been to your liking. It gets re-tuned every Monday. Your Discover Weekly should improve as it gets to know you. Check out &lt;inset Daily Mix, Fresh Finds, Release Radar&gt; in the meantime. Hope this helped /AL",Wed Nov 22 12:23:28 +0000 2017,FEEDBACK
146,"I'm just a single, premium subscriber hoping to make my life and playlists easier to maneuver.","@487840 Right now, playlists can be sorted by name if you're using the mobile app. Can you let us know which device you're using? /YM",Sat Nov 04 23:34:15 +0000 2017,FEATURE_REQUEST
147,can you tell me why and music isnt on spotify yet but thier japan songs are,"@466132 Hey! Fingers crossed we'll be able to have them soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RH",Fri Oct 06 04:43:22 +0000 2017,AVAILABILITY_REGION
148,any word on multi room support for ???,"@322648 Hey Gary! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /DB",Fri Oct 20 13:29:50 +0000 2017,FEATURE_REQUEST
149,what’s the presale code for #dvsn,@425742 Hi there. Pre-sale codes are being sent out by email to some of dvsn's biggest fans on Spotify. Hopefully you're one of them! /TM,Wed Nov 08 15:04:32 +0000 2017,OTHER_UNCLEAR
150,"Wonder how long will it take for the morons at to update their app for the iPhone X, knowing that they were too proud of themselves to make an Apple Watch app. my ass","@122735 Hey, we're here to help! Can you let us know what's happening exactly? We'll see what we can suggest /KM",Wed Nov 01 09:53:03 +0000 2017,FEATURE_REQUEST
151,"Please have it back, I want it back",@446240 Rest assured that we’ll have it available to you as soon as it’s back available to us. Let us know if we could help with anything else /AR,Fri Oct 06 06:36:06 +0000 2017,AVAILABILITY_REGION
152,Thank you.,@667136 https://t.co/rkpsuGlCiy! We're just a tweet away if there's anything else. Have a nice day 😉 /GT,Sun Nov 12 18:59:04 +0000 2017,FEEDBACK
153,Finaly After 10days you discover that I m on bresilian 4g(not belgian) &amp; erased all my downloaded playlist before 4h by bus without wifi &amp; without notifications! What Is your solution ?!,@344980 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /CX,Thu Nov 09 10:14:01 +0000 2017,BUG_REPORT
154,👍🤛,@671766 Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 🙂 /NS,Thu Oct 19 23:59:32 +0000 2017,FEEDBACK
155,Can’t avail this promo 🙄,@263425 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt,Sun Dec 03 15:01:26 +0000 2017,BILLING_SUBSCRIPTION
156,spotify on xbox is literally the shittiest app ive ever used. fix your fucking shit.,@795223 Hey there! Could you tell us what's happening exactly? We'll see what we can suggest /DF,Mon Nov 27 20:24:26 +0000 2017,BUG_REPORT
157,"Yeah I'm trying to get the discount. When I press the ""get premium"" button and login then it tells me I'm not eligible for the discount. But I'm a student in Ontario.",@495548 Alright. Can you DM us your account's email address? We'll take a look backstage /LM https://t.co/ldFdZRiNAt,Tue Oct 31 16:45:04 +0000 2017,BILLING_SUBSCRIPTION
158,You really do care - not just a name 👏,@806962 We won't disagree with you! Just give us a shout if anything else comes up. We're... https://t.co/zOXI69QSqg 💚 /GN,Tue Nov 28 23:00:17 +0000 2017,FEEDBACK
159,I was trapping to young dolph and then ho gotti came on and I'm very annoyed give me Spotify premium for free,@671756 Hey Connall! We've just sent a DM your way. Let's carry on chatting there /TC,Mon Nov 13 06:39:40 +0000 2017,FEEDBACK
160,I was charged for no reason. I need to speak to someone please. It would be nice if you had a customer service number. Especially if you take money from someone that did not authorize you to do so.,"@779520 Hi Candace, help's arrived! Although we don't have phone support, we'll gladly help you out on Twitter. Could you DM us a screenshot of the charge appearing on your bank statement and the first 6 and last 4 digits of your card? We'll take a closer look /JQ https://t.co/ldFdZRiNAt",Tue Nov 21 20:24:20 +0000 2017,BILLING_SUBSCRIPTION
161,"I also taxes the CPU every now and then. It doesn't really cause me any problems in any other way, but Spotify becomes really unstable",@370431 Hey! Can you let us know the Spotify version that you're using? We'll see what we can suggest /RC,Mon Oct 23 11:07:25 +0000 2017,APP_CRASH_PERFORMANCE
162,my playlist is followed by two people I made it private but I still have them as followers. How can I delete them? Thanks,@560973 Hey! We're afraid it's not possible at the moment. We can see how that’d be useful. You can vote for it here: https://t.co/Le9jT8ogaK /BP,Sat Oct 21 10:11:12 +0000 2017,PLAYLIST_LIBRARY
163,iPhone 6s. Newest operating system. Newest version of Spotify.,"@145472 Almost there, but we'll need the exact iOS &amp; app version on your device. For now, try restarting by holding Home + Lock for 10 seconds /LP",Sat Oct 14 16:36:59 +0000 2017,BUG_REPORT
164,Why is foxy shazam’s 3rd album not on 🤔,"@708214 Hi there! Just to make sure we're on the same page, could you tell us the title of the album that you're looking for? We'll take a look under the hood /JM",Wed Nov 15 14:14:51 +0000 2017,AVAILABILITY_REGION
165,"unable to change my UK account to US one after relocating, says not available in chosen country! how can I do this?",@599946 Hey Andrew! Could you DM us your account's username or email address? We'll take a look backstage /JO https://t.co/ldFdZRiNAt,Tue Nov 14 21:19:20 +0000 2017,AVAILABILITY_REGION
166,"Dear how do i get my discovery playlist to stop suggesting Dutch music to me, it's been a year",@116391 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,Tue Oct 31 21:56:15 +0000 2017,PLAYLIST_LIBRARY
167,the amount of time I have spent on this I could have just signed up for tidal or Apple Music,@771097 Hey there! We're sorry to hear you feel that way. Can you give us more info on this? We'd love to help /NG,Mon Nov 20 20:01:01 +0000 2017,FEEDBACK
168,How the heck do you find your playlists on the app now?! Menu at bottom of screen disappears when I play a song! 😡,"@529032 Hey! Can you send us a screenshot of what you're seeing? Also, which device/OS &amp; Spotify version are you using? We'll take a look /YM",Sat Nov 11 18:30:50 +0000 2017,BUG_REPORT
169,👍,"@267203 Thanks! If you need us again, just... https://t.co/AUc7DGJpgF /DR",Sat Nov 11 13:47:32 +0000 2017,FEEDBACK
170,Yo where's the Classical genre? Can't find it anymore.,"@142709 Hey there, help's here! In the Search bar, just type spotify:genre:classical. Enjoy the music 🎶 /TI",Thu Nov 23 22:15:44 +0000 2017,BUG_REPORT
171,Can please actually play the artist I chose to play and not 5 million other suggested tracks that I have to waste my skips on,@268632 Hey Lyuben! Can you DM us your account's email address or username? We'll see what we can suggest /JE https://t.co/ldFdZRiNAt,Wed Oct 04 17:30:46 +0000 2017,PLAYBACK_ISSUE
172,"Hey , the scrub bar there seems like it’d also be a good place to display the name of the current song.","@555116 Hey! This sounds like a good idea. You could suggest it in our Community, and get support from other fans: https://t.co/WgY7GXI7jf /MU",Thu Oct 19 09:15:29 +0000 2017,FEATURE_REQUEST
173,"Hi Spotify, I have been having issues with my account for some time now. It's become quite a nuisance trying to get it resolved, I have created a twitter account for the sole purpose of contacting you guys to get this fixed.",@508602 Hi there! We've just sent a DM your way. Let's carry on chatting there /MT,Sat Oct 28 19:49:14 +0000 2017,ACCOUNT_LOGIN
174,"Hey , what's up with all the audio ads during songs? Ads now &amp; then are fair game but ads every 20 seconds - not so much.","@414610 Hey! Thanks for your feedback. Don't worry, we'll pass it on to our Ads team /RC",Thu Oct 26 06:58:09 +0000 2017,FEEDBACK
175,Take off the download limit for your PREMIUM users,@197697 Hey! We can see how that’d be useful. We’d recommend suggesting it in our Community at https://t.co/WgY7GXI7jf /JS,Sun Oct 08 00:58:00 +0000 2017,FEATURE_REQUEST
176,"I'm not a developer or anything, but this doesn't seem right...",@416017 Hey! Can you fire over the device's operating system and the Spotify version you're using? We'll see what we can suggest /RC,Thu Oct 26 10:58:25 +0000 2017,OTHER_UNCLEAR
177,get your shit together and optimise your app for iPhone X...,"@736077 Hey Harry! We hear you, and we’re working on it as we speak. Stay tuned /AN",Fri Nov 17 06:44:46 +0000 2017,FEATURE_REQUEST
178,F*** you and your new zone restrictions. I pay you and you want me to explain why I'm not currently in UK ? You're the police ? My parents ? Nope ! Let me be ! #zonerestrictions #Spotify #lifesucks,"@225900 Hey, we're sorry you feel that way. This should be because of differences on licensing laws in various countries. Hope this clears things up /AR",Fri Dec 01 02:36:30 +0000 2017,AVAILABILITY_REGION
179,,"@234679 Thanks. Do you have any other browsers you can try it on? If so, just log in using your account and check if the same ad is stuck on it /QI",Fri Dec 01 19:54:36 +0000 2017,OTHER_UNCLEAR
180,For a company the size of to push out an update without iPhone X support now kind of just seems arrogant.,@657962 Hey John. We understand - we’re working on it as we speak. Stay tuned! /MT,Sat Nov 11 00:54:37 +0000 2017,FEATURE_REQUEST
181,"im just letting know, that your music streaming service is second to none.","@213075 Hey, we won't disagree! Will you join us in playing this really loud? https://t.co/vxtgnM8D1J /NQ",Tue Oct 10 00:04:29 +0000 2017,FEEDBACK
182,You know what would be a cool thing for to allow: the ability to merge playlists.,@700306 Hey there! We can see how this can be useful. You can make this idea happen by adding your vote here: https://t.co/GEp7udRjdU 🙂 /CH,Tue Nov 14 23:08:31 +0000 2017,FEATURE_REQUEST
183,Hey! I accidentally down voted a song on radio which i really liked. Is it possible to reverse that action? Thanks!,"@283722 Hey! If you remember the name of the song just search it and add it if to your Liked from Radio playlist. If not, check your history. You can also vote for this great idea here: https://t.co/yqUShsRSf0 /SD",Thu Nov 23 07:46:24 +0000 2017,PLAYLIST_LIBRARY
184,Hoe kan ik een Spotify abonnement opzeggen als ik niet meer de account gegevens heb?,@286867 Hey Erik! We can help out in English via Twitter. We've just sent a DM your way. Let's carry on chatting there 🙂 /CG,Thu Nov 23 13:10:57 +0000 2017,BILLING_SUBSCRIPTION
185,where's #Reputation ???!!,@647458 Hey! We’ll have it available to you as soon as it’s available to us: https://t.co/0i8GpimuDa /RA,Fri Nov 10 04:52:54 +0000 2017,AVAILABILITY_REGION
186,I have no idea what the email address is...😂. Let me see if I can figure it out.,"@451721 No problem. If you know your username, you can just DM it over to us /KT https://t.co/ldFdZRiNAt",Thu Nov 16 05:34:57 +0000 2017,ACCOUNT_LOGIN
187,"Got an answer, ? I don’t want albums with one track each piling up in my library when I add that one track to a playlist.",@206716 Hey Steven! Could you DM us your account's username or email address? We'll take a look backstage /GU https://t.co/ldFdZRiNAt,Fri Oct 13 14:17:03 +0000 2017,PLAYLIST_LIBRARY
188,You don't have any Slade music at all but here's the karaoke version:,@448915 Got it. Licensing agreements can affect music availability. We have more info here: https://t.co/VMrgnGpB4G /NS,Thu Nov 02 02:08:02 +0000 2017,AVAILABILITY_REGION
189,"help please! This is on my Windows desktop app and this keeps popping up. Have restarted, logged out all devices, changed password. Been going for a couple days now and no help that I can find online.",@694033 Hi Steve! Help's here. Can you DM us your account's username or email address? We'll take a look under the hood /DN https://t.co/ldFdZRiNAt,Tue Nov 14 17:18:40 +0000 2017,BUG_REPORT
190,"Truthfully I don’t see why had to take away The Tweenies Christmas album, one of the best Christmas albums ever like why?!?! Thats been my jam every year for like 15 years 😒😒😒",@777599 Hi there! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /AK,Sun Nov 26 22:12:16 +0000 2017,AVAILABILITY_REGION
191,"trying to access web player and receiving ""400 Bad request Your browser sent an invalid request.""","@599622 Hey David! We'd like to know more about this, so can you tell us what browser and OS you're using? We'll see what we can suggest /GU",Mon Nov 06 18:17:56 +0000 2017,BUG_REPORT
192,Hey can you please add no ceilings by lil wayne plssssss,"@383845 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /AR",Tue Oct 24 04:07:25 +0000 2017,FEATURE_REQUEST
193,please buil a screensaver function into your #PlayStation app to prevent screen burn-in with OLED TVs thx!!,"@708212 Hey Garth! Thanks for sharing your thoughts, we'll let the relevant folks know it's' something you'd like to see /SY",Wed Nov 15 14:20:59 +0000 2017,FEATURE_REQUEST
194,your app keeps freezing up the past few minutes?,@372505 Hey Amy! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /RV,Sat Oct 14 22:08:27 +0000 2017,APP_CRASH_PERFORMANCE
195,"So, Spotify Web Player is not working, how am I gonna survive this Monday at work? #crying","@514318 Hey! Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /DF",Mon Nov 06 17:25:45 +0000 2017,BUG_REPORT
196,Yes!,"@579172 2: As for your phone, could you let us know what specific app version it has? Just head to Settings &gt; About /NJ",Sun Oct 29 14:00:32 +0000 2017,OTHER_UNCLEAR
197,RC you've only gone and fixed it for me :),@560558 We're glad to hear everything's working now. Give us a shout if it starts misbehaving again; we're always here to help 🙂 /RC,Wed Oct 18 10:25:31 +0000 2017,FEEDBACK
198,I beg you please stop deleting off-line albums from my iPhone. I’m tired of adding them time and time again,@554613 1: Hey Rodrigo! We're sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tF47d5.,Thu Oct 19 00:40:27 +0000 2017,BUG_REPORT
199,Windows 10 on desktop,@447741 Thanks. Can you also tell us what version of the Spotify app you have installed? We'll see what we can suggest /JU,Mon Nov 13 22:14:12 +0000 2017,OTHER_UNCLEAR
200,"This seems to have worked, thank you!",@622516 You're welcome! Just give us a shout if you need help with anything else. We're just a tweet away /LM,Wed Nov 08 16:23:55 +0000 2017,FEEDBACK
